acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,simbology
25, -22, -6, 5, 4, 33, 3, 8, 32, 9, 19, 25, 15, 10, 29,E
24, -21, -7, 6, 3, 32, 3, 7, 32, 9, 18, 25, 14, 9, 27,E
23, -23, -7, 7, 2, 32, 3, 7, 33, 8, 16, 25, 13, 9, 27,E
25, -23, -7, 6, 5, 33, 3, 7, 33, 8, 19, 25, 14, 9, 27,E
25, -21, -8, 5, 5, 33, 3, 8, 33, 7, 18, 26, 13, 12, 28,E
24, -21, -9, 7, 5, 32, 4, 8, 32, 9, 16, 26, 14, 12, 26,E
25, -21, -9, 7, 5, 32, 4, 8, 32, 9, 16, 26, 14, 12, 27,E
24, -19, -9, 7, 5, 32, 4, 8, 31, 9, 16, 26, 13, 12, 27,E
24, -20, -10, 8, 4, 31, 5, 7, 31, 9, 14, 26, 13, 12, 25,E
24, -20, -11, 6, 4, 32, 4, 7, 32, 9, 14, 27, 14, 12, 26,E
24, -18, -11, 6, 5, 32, 4, 8, 32, 9, 15, 27, 13, 13, 27,E
23, -19, -12, 6, 6, 30, 4, 9, 31, 9, 15, 27, 13, 13, 28,E
22, -22, -12, 3, 4, 33, 3, 7, 32, 8, 14, 27, 12, 11, 28,E
23, -21, -14, 1, 4, 34, 1, 7, 33, 6, 15, 29, 10, 11, 30,E
23, -21, -13, 1, 4, 33, 1, 7, 32, 6, 15, 28, 10, 12, 30,E
23, -22, -12, 1, 5, 32, 1, 8, 32, 7, 14, 28, 11, 11, 29,E
23, -20, -10, 2, 5, 32, -1, 9, 32, 4, 17, 29, 7, 10, 33,E
20, -26, -8, 1, 3, 33, 1, 7, 31, 7, 14, 26, 10, 8, 29,E
9, -21, -6, -1, 7, 32, -8, 17, 39, 4, 6, 35, 10, 11, 29,E
20, -26, -8, -1, 4, 33, -2, 8, 33, 4, 14, 29, 7, 7, 31,E
18, -30, -8, -3, 7, 34, -4, 10, 32, 3, 15, 28, 6, 9, 31,E
17, -27, -8, -2, 7, 32, -3, 10, 31, 5, 14, 27, 8, 9, 29,E
18, -22, -4, 1, 9, 29, -1, 14, 29, 6, 17, 27, 9, 10, 31,E
22, -25, -8, -1, 6, 33, -4, 9, 32, 3, 13, 30, 4, 7, 32,E
20, -28, -7, -1, 8, 33, -3, 11, 31, 4, 14, 28, 7, 7, 30,E
21, -27, -4, 0, 8, 33, -3, 13, 32, 5, 15, 29, 8, 7, 31,E
24, -20, -3, 3, 8, 33, 0, 12, 31, 6, 14, 28, 8, 10, 33,E
28, -21, 1, 3, 5, 33, 1, 11, 31, 8, 13, 28, 9, 5, 29,E
81, -18, -47, 7, 27, 17, 11, 29, 21, 15, 29, 17, 20, 23, 22,E
22, -20, -6, 2, 13, 31, 1, 14, 32, 7, 20, 30, 5, 8, 30,E
26, -21, -1, 4, 6, 32, 1, 12, 31, 5, 16, 28, 9, 13, 31,E
22, -19, 1, 0, 2, 36, 2, 11, 31, 6, 16, 27, 10, 12, 30,E
23, -24, 0, 4, 5, 32, 4, 12, 29, 8, 14, 25, 13, 10, 26,E
25, -22, -1, 4, 5, 35, 3, 15, 30, 7, 17, 27, 11, 12, 29,E
26, -22, -1, 7, 4, 31, 5, 13, 28, 9, 18, 25, 13, 10, 26,E
26, -18, -2, 7, 3, 30, 6, 12, 28, 10, 17, 24, 13, 11, 27,E
25, -20, -3, 6, 2, 31, 6, 13, 29, 11, 18, 23, 15, 13, 25,E
24, -14, -4, 5, 6, 33, 4, 15, 31, 11, 20, 23, 15, 12, 27,E
27, -19, -4, 7, 1, 32, 4, 11, 30, 9, 18, 23, 13, 12, 26,E
28, -16, -5, 7, 5, 32, 3, 12, 30, 9, 21, 24, 13, 13, 26,E
27, -19, -7, 6, 3, 33, 3, 8, 32, 9, 18, 25, 14, 13, 27,E
26, -21, -8, 7, 6, 32, 5, 8, 32, 9, 15, 26, 14, 11, 26,E
27, -19, -7, 8, 4, 30, 6, 6, 31, 9, 14, 27, 15, 9, 26,E
25, -24, -9, 0, 1, 36, 1, 4, 34, 7, 16, 26, 12, 9, 29,E
24, -20, -6, 3, 1, 32, 3, 5, 32, 9, 15, 26, 11, 8, 29,E
22, -24, -8, 1, 3, 32, 2, 7, 31, 8, 16, 26, 12, 9, 28,E
23, -25, -9, -2, 3, 34, 0, 9, 33, 6, 14, 28, 10, 7, 30,E
21, -24, -6, 1, 3, 32, 2, 9, 31, 6, 17, 27, 8, 7, 31,E
21, -27, -7, -1, 2, 33, 1, 8, 32, 6, 16, 26, 9, 8, 29,E
22, -24, -6, 1, 3, 32, 2, 9, 31, 6, 16, 26, 9, 7, 29,E
20, -23, -6, 1, 1, 32, 2, 7, 30, 6, 15, 23, 8, 7, 26,E
21, -21, -6, 1, 2, 30, 1, 8, 29, 6, 16, 24, 7, 7, 28,E
19, -27, -11, -7, 4, 34, -5, 10, 32, 0, 18, 28, 2, 7, 33,E
17, -33, -10, -9, 6, 36, -8, 12, 34, -2, 18, 31, 3, 7, 35,E
16, -27, -6, -4, 7, 31, -4, 14, 29, 2, 15, 28, 6, 7, 31,E
19, -27, -6, -5, 5, 33, -5, 11, 31, 1, 13, 29, 6, 6, 31,E
18, -26, -5, -3, 6, 32, -4, 12, 30, 2, 14, 29, 7, 7, 32,E
20, -26, -6, -3, 5, 32, -3, 12, 31, 2, 14, 29, 7, 6, 32,E
20, -25, -4, -2, 5, 32, -2, 12, 30, 3, 14, 29, 8, 6, 31,E
20, -25, -5, -1, 5, 32, -1, 11, 31, 4, 13, 28, 9, 6, 30,E
20, -27, -6, -2, 5, 34, -2, 11, 31, 4, 14, 30, 8, 6, 32,E
21, -25, -5, -1, 5, 33, -2, 11, 31, 4, 13, 30, 9, 6, 31,E
21, -23, -4, 1, 3, 31, 2, 9, 30, 6, 11, 27, 11, 5, 28,E
21, -24, -4, 1, 4, 32, 1, 10, 31, 6, 12, 28, 11, 5, 29,E
21, -25, -4, 0, 6, 33, 0, 11, 31, 6, 14, 29, 11, 7, 32,E
22, -23, -4, 0, 4, 32, 0, 10, 32, 6, 13, 30, 10, 5, 32,E
22, -24, -5, 0, 4, 33, 0, 10, 32, 6, 12, 30, 10, 5, 31,E
22, -24, -5, 0, 4, 33, 1, 10, 31, 6, 12, 29, 11, 5, 30,E
22, -24, -3, 1, 5, 32, 0, 11, 31, 6, 13, 29, 10, 7, 31,E
22, -24, -4, 1, 4, 32, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 0, 4, 32, 1, 10, 31, 6, 12, 29, 11, 5, 30,E
22, -25, -5, 0, 4, 33, 0, 10, 32, 6, 12, 29, 10, 5, 31,E
22, -24, -4, 1, 4, 32, 1, 10, 31, 6, 13, 29, 10, 6, 31,E
21, -25, -4, 0, 4, 33, 1, 10, 31, 6, 12, 29, 11, 6, 30,E
21, -24, -4, 0, 5, 33, 0, 10, 31, 6, 13, 29, 10, 6, 31,E
22, -25, -4, 0, 4, 33, 0, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 0, 4, 33, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -25, -3, 0, 5, 33, 0, 11, 31, 6, 13, 28, 11, 6, 31,E
22, -25, -4, 1, 5, 33, 1, 10, 31, 6, 12, 28, 11, 6, 30,E
22, -24, -4, 1, 4, 32, 1, 10, 32, 6, 13, 29, 11, 5, 30,E
22, -24, -4, 1, 4, 33, 2, 10, 31, 6, 12, 28, 11, 6, 30,E
22, -24, -4, 0, 5, 33, 1, 10, 31, 6, 13, 29, 10, 6, 31,E
22, -23, -4, 1, 4, 32, 1, 10, 31, 6, 12, 29, 11, 6, 30,E
22, -24, -4, 1, 4, 33, 1, 10, 31, 6, 13, 29, 11, 5, 30,E
22, -24, -4, 1, 4, 33, 1, 10, 31, 6, 12, 29, 11, 6, 31,E
22, -24, -4, 1, 5, 33, 1, 11, 32, 6, 13, 29, 11, 6, 31,E
22, -24, -4, 1, 5, 32, 1, 10, 31, 6, 12, 29, 11, 5, 30,E
22, -24, -5, 0, 4, 33, 1, 10, 31, 6, 13, 29, 11, 6, 31,E
22, -24, -4, 1, 4, 33, 1, 10, 31, 6, 12, 29, 10, 6, 31,E
22, -23, -3, 1, 5, 32, 1, 11, 31, 6, 13, 29, 10, 6, 31,E
22, -24, -4, 0, 5, 33, 1, 10, 31, 6, 12, 29, 11, 6, 30,E
22, -24, -4, 1, 5, 33, 1, 10, 31, 6, 12, 29, 11, 5, 30,E
22, -23, -3, 2, 5, 32, 2, 10, 31, 6, 13, 28, 11, 6, 30,E
22, -24, -4, 1, 4, 33, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 0, 5, 32, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 2, 5, 32, 1, 10, 31, 6, 12, 29, 11, 6, 30,E
22, -24, -4, 1, 5, 33, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 1, 5, 32, 2, 10, 31, 6, 13, 29, 11, 6, 30,E
23, -24, -4, 1, 5, 33, 1, 10, 32, 6, 12, 29, 11, 6, 30,E
22, -25, -4, 0, 5, 33, 1, 11, 32, 6, 13, 29, 11, 6, 31,E
22, -24, -3, 1, 5, 33, 1, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -3, 2, 5, 32, 2, 11, 31, 6, 13, 29, 11, 6, 31,E
21, -25, -4, 0, 5, 33, 0, 11, 31, 6, 13, 30, 10, 6, 31,E
23, -23, -4, 1, 4, 33, 1, 10, 31, 6, 12, 29, 11, 6, 31,E
22, -25, -3, 1, 5, 32, 2, 11, 32, 6, 13, 29, 12, 7, 31,E
22, -23, -3, 2, 5, 32, 2, 10, 31, 6, 13, 29, 11, 6, 30,E
22, -24, -4, 0, 6, 33, 1, 11, 32, 6, 13, 30, 10, 6, 31,E
22, -22, -4, 1, 4, 32, 1, 10, 31, 6, 11, 29, 11, 5, 30,E
22, -25, -5, 0, 5, 33, -1, 11, 32, 5, 13, 30, 10, 6, 32,E
21, -25, -4, -1, 5, 33, 0, 11, 31, 6, 13, 28, 10, 6, 30,E
23, -24, -4, 1, 3, 33, 1, 9, 32, 6, 11, 30, 11, 5, 31,E
23, -24, -4, 1, 3, 33, 1, 9, 32, 6, 11, 29, 11, 5, 30,E
22, -23, -4, 1, 4, 32, 1, 9, 31, 6, 12, 29, 11, 5, 30,E
22, -24, -3, 2, 5, 32, 2, 11, 31, 7, 13, 28, 12, 7, 30,E
22, -25, -3, 1, 5, 32, 2, 11, 31, 6, 13, 29, 12, 7, 30,E
22, -24, -4, 0, 5, 32, 0, 10, 31, 5, 12, 29, 10, 5, 31,E
21, -23, -3, 2, 5, 31, 2, 11, 30, 6, 14, 28, 12, 7, 30,E
22, -25, -3, 1, 5, 33, 1, 11, 32, 6, 13, 29, 10, 6, 30,E
22, -26, -2, 1, 7, 33, 1, 13, 31, 6, 15, 29, 11, 7, 31,E
22, -23, -2, 2, 5, 31, 3, 10, 30, 7, 12, 27, 12, 7, 28,E
23, -24, -4, 1, 5, 33, 1, 10, 32, 6, 13, 29, 11, 6, 31,E
22, -25, -3, 1, 6, 33, 1, 12, 32, 6, 14, 29, 11, 7, 31,E
24, -21, -5, 2, 2, 32, 2, 8, 32, 6, 10, 29, 11, 3, 31,E
21, -25, -3, 1, 7, 32, 1, 13, 31, 6, 15, 29, 10, 7, 32,E
22, -23, -2, 2, 6, 31, 2, 11, 30, 6, 14, 28, 11, 7, 29,E
23, -25, -5, 0, 5, 33, 0, 10, 32, 6, 13, 30, 10, 5, 32,E
22, -24, -3, 2, 7, 33, 1, 13, 31, 6, 15, 29, 11, 7, 31,E
22, -24, -3, 1, 5, 32, 2, 11, 31, 6, 13, 28, 11, 6, 30,E
22, -25, -4, 0, 7, 33, 0, 12, 32, 5, 15, 30, 10, 7, 33,E
22, -25, -5, 0, 4, 33, 0, 9, 31, 6, 12, 30, 11, 5, 30,E
23, -21, -2, 4, 3, 31, 3, 8, 30, 8, 10, 27, 13, 4, 26,E
24, -23, -3, 1, 4, 33, 1, 10, 32, 6, 12, 29, 12, 5, 30,E
21, -28, 0, 4, 8, 32, 4, 13, 31, 9, 15, 27, 15, 9, 29,E
23, -23, -1, 7, 8, 31, 6, 12, 31, 11, 15, 27, 14, 7, 28,E
23, -21, 0, 8, 6, 32, 8, 10, 30, 12, 14, 26, 15, 7, 27,E
24, -23, -1, 7, 7, 31, 7, 11, 30, 12, 15, 26, 15, 8, 28,E
23, -24, 0, 6, 7, 32, 7, 11, 30, 11, 15, 26, 14, 9, 28,E
24, -23, 0, 7, 6, 32, 8, 10, 31, 12, 15, 26, 15, 8, 28,E
23, -24, -1, 8, 4, 32, 9, 8, 30, 13, 14, 25, 16, 8, 26,E
24, -22, 0, 10, 5, 31, 10, 9, 29, 14, 15, 24, 17, 7, 26,E
23, -22, 0, 10, 5, 31, 7, 11, 30, 12, 12, 26, 17, 7, 25,E
23, -24, 0, 6, 9, 32, 2, 13, 29, 7, 12, 26, 15, 7, 24,E
21, -29, -1, -2, 13, 36, 0, 22, 31, 5, 16, 16, 9, 16, 26,E
19, -24, 0, 4, 12, 30, -4, 20, 25, 0, 22, 25, 0, 7, 33,E
21, -22, 0, 3, 12, 30, -5, 22, 25, -6, 23, 23, -2, 8, 33,E
20, -24, -1, 5, 12, 30, -3, 21, 26, -1, 24, 22, 1, 10, 31,E
22, -25, -1, 4, 12, 31, -3, 21, 28, 0, 24, 24, 0, 10, 32,E
23, -23, -1, 4, 9, 32, -2, 17, 28, -2, 22, 23, 0, 11, 31,E
24, -20, -1, 6, 7, 32, -1, 17, 28, 0, 18, 24, 2, 10, 30,E
24, -24, -1, 6, 8, 31, 0, 16, 27, 1, 19, 24, 3, 8, 30,E
23, -24, 0, 5, 10, 32, -1, 17, 27, 0, 20, 24, 2, 9, 31,E
24, -23, 0, 5, 9, 31, -1, 17, 28, 0, 20, 25, 2, 9, 31,E
24, -25, 0, 6, 10, 31, 0, 18, 27, 1, 21, 23, 3, 9, 30,E
23, -24, 0, 5, 11, 31, -1, 19, 27, -1, 22, 23, 0, 10, 31,E
23, -25, 0, 5, 9, 31, -1, 17, 26, -1, 22, 23, -2, 10, 31,E
25, -21, 1, 8, 10, 29, 1, 18, 26, -2, 20, 23, -9, 7, 31,E
25, -23, 1, 6, 11, 31, -1, 19, 27, -3, 21, 24, -9, 9, 30,E
25, -23, 1, 7, 10, 30, 1, 18, 26, -2, 21, 24, -8, 9, 29,E
25, -22, 1, 8, 10, 30, 0, 18, 27, -2, 21, 24, -8, 9, 29,E
25, -22, 1, 7, 11, 30, 0, 18, 27, -2, 21, 23, -8, 9, 29,E
25, -22, 1, 8, 11, 30, 0, 19, 27, -1, 21, 24, -8, 9, 30,E
25, -22, 1, 9, 10, 29, 1, 17, 27, -1, 20, 23, -7, 8, 29,E
25, -23, 0, 7, 11, 31, 0, 18, 27, -1, 21, 24, -7, 9, 30,E
26, -21, 1, 8, 10, 30, 0, 18, 28, -2, 20, 25, -8, 9, 30,E
26, -21, 0, 8, 10, 30, 1, 17, 27, -1, 20, 24, -7, 8, 30,E
24, -22, 0, 7, 11, 30, 1, 18, 27, -1, 21, 24, -6, 9, 30,E
25, -22, 0, 7, 11, 30, 0, 18, 27, -1, 21, 23, -5, 10, 30,E
25, -22, 0, 8, 11, 30, 1, 19, 27, -1, 23, 22, -6, 10, 30,E
25, -22, 0, 8, 10, 30, 2, 18, 27, 1, 22, 22, -3, 10, 29,E
25, -22, 0, 7, 10, 31, 0, 18, 28, 0, 23, 22, -6, 11, 30,E
25, -23, 0, 7, 9, 31, 2, 18, 27, 1, 24, 20, -4, 12, 30,E
25, -22, 0, 9, 8, 30, 3, 16, 28, 4, 24, 21, -1, 11, 31,E
23, -21, 0, 9, 6, 30, 3, 11, 28, 6, 21, 22, 1, 8, 32,E
21, -25, -1, 12, -4, 28, 7, 19, 23, 14, 24, 25, 24, 8, 28,E
24, -24, -3, 10, 4, 32, 6, 9, 32, 12, 13, 25, 14, 14, 26,E
25, -20, -3, 10, 5, 31, 6, 8, 31, 12, 15, 26, 14, 13, 27,E
25, -19, -3, 10, 5, 29, 6, 8, 30, 13, 13, 26, 16, 10, 27,E
26, -20, -3, 8, 2, 31, 6, 6, 31, 12, 14, 27, 16, 10, 27,E
24, -22, -3, 5, 1, 32, 4, 5, 33, 12, 12, 27, 16, 10, 26,E
25, -19, -2, 4, -1, 32, 6, 3, 32, 13, 9, 26, 16, 10, 26,E
24, -23, -2, 0, 0, 33, 3, 4, 33, 10, 12, 28, 17, 9, 27,E
25, -23, -4, -2, 0, 34, 2, 4, 34, 8, 13, 30, 14, 8, 30,E
24, -22, -4, -1, 0, 33, 3, 3, 33, 9, 12, 29, 15, 7, 27,E
24, -23, -3, -2, -1, 33, 3, 3, 33, 9, 12, 28, 15, 7, 28,E
23, -23, -4, -1, 0, 33, 3, 4, 33, 9, 13, 28, 15, 8, 28,E
23, -23, -4, -2, 0, 33, 3, 4, 33, 8, 13, 28, 15, 7, 29,E
24, -22, -4, -2, 0, 33, 3, 4, 33, 8, 13, 29, 15, 7, 29,E
23, -23, -3, -1, 0, 33, 3, 4, 33, 9, 12, 28, 15, 7, 27,E
23, -22, -3, -1, 1, 33, 3, 5, 33, 9, 13, 28, 15, 7, 29,E
24, -23, -3, -1, 1, 33, 3, 5, 33, 9, 12, 28, 16, 7, 28,E
25, -22, -4, 0, 1, 33, 3, 5, 33, 9, 13, 28, 15, 7, 29,E
24, -23, -4, -1, 1, 33, 3, 5, 33, 9, 14, 28, 15, 7, 28,E
24, -22, -4, 0, 0, 33, 3, 4, 33, 9, 13, 28, 15, 7, 28,E
24, -21, -3, 0, 1, 33, 3, 4, 33, 9, 13, 28, 15, 7, 28,E
24, -22, -4, 0, 0, 33, 3, 4, 33, 9, 12, 28, 15, 7, 28,E
24, -22, -3, -1, 1, 33, 3, 5, 32, 9, 13, 28, 15, 7, 29,E
25, -22, -3, 0, 1, 33, 3, 4, 32, 9, 13, 28, 15, 7, 29,E
24, -22, -4, 0, 1, 33, 3, 5, 33, 9, 13, 28, 15, 7, 28,E
24, -23, -4, -1, 1, 33, 3, 4, 33, 9, 13, 28, 15, 7, 29,E
24, -23, -3, 0, 1, 33, 3, 5, 32, 9, 13, 28, 15, 7, 28,E
24, -22, -4, 1, 1, 32, 3, 5, 33, 8, 13, 28, 15, 7, 29,E
24, -23, -3, 1, 1, 33, 4, 5, 32, 10, 13, 27, 16, 7, 27,E
24, -21, -3, 1, 1, 33, 4, 5, 32, 10, 13, 28, 15, 7, 28,E
24, -22, -3, 1, 2, 32, 4, 5, 32, 10, 13, 27, 15, 7, 28,E
24, -22, -4, 1, 2, 33, 3, 5, 33, 9, 14, 29, 15, 7, 29,E
23, -23, -3, 1, 2, 33, 4, 6, 32, 10, 13, 27, 16, 7, 27,E
24, -22, -3, 1, 2, 33, 4, 6, 32, 10, 13, 27, 15, 7, 28,E
24, -22, -4, 1, 2, 33, 4, 5, 33, 10, 13, 28, 15, 7, 28,E
24, -23, -4, 1, 2, 33, 4, 6, 32, 10, 13, 27, 16, 7, 28,E
24, -22, -4, 1, 2, 33, 4, 6, 32, 9, 14, 28, 15, 7, 29,E
24, -22, -3, 2, 2, 32, 4, 5, 32, 10, 13, 27, 16, 7, 28,E
24, -22, -4, 1, 2, 33, 5, 5, 32, 11, 13, 27, 16, 7, 27,E
21, -11, -24, 15, -8, 28, 31, -2, 11, 32, 7, 1, 28, 15, 6,F
21, -11, -24, 16, -8, 28, 31, -3, 10, 32, 7, 1, 28, 15, 6,F
21, -10, -24, 15, -8, 28, 31, -3, 11, 32, 7, 2, 28, 15, 6,F
21, -11, -24, 15, -8, 28, 31, -3, 11, 32, 7, 1, 28, 16, 7,F
21, -11, -23, 16, -8, 27, 31, -2, 11, 31, 7, 1, 28, 16, 7,F
21, -11, -24, 15, -9, 28, 31, -3, 11, 32, 6, 2, 29, 15, 7,F
21, -11, -24, 15, -9, 28, 31, -4, 11, 31, 6, 0, 28, 15, 6,F
21, -10, -24, 16, -8, 28, 31, -2, 10, 31, 6, 1, 28, 15, 6,F
19, -9, -25, 15, -10, 28, 31, -3, 11, 32, 7, 1, 28, 16, 6,F
21, -9, -23, 16, -8, 28, 31, -2, 11, 31, 7, 2, 28, 16, 7,F
21, -10, -24, 16, -7, 28, 31, -2, 11, 31, 8, 1, 28, 16, 7,F
21, -10, -24, 16, -8, 27, 31, -2, 10, 32, 7, 1, 28, 16, 6,F
21, -11, -24, 16, -8, 28, 31, -2, 10, 32, 7, 1, 28, 16, 7,F
21, -10, -23, 16, -7, 27, 31, -1, 10, 32, 8, 1, 28, 17, 7,F
21, -9, -23, 16, -8, 26, 30, -2, 10, 31, 7, 1, 28, 15, 6,F
21, -11, -24, 16, -9, 28, 32, -4, 9, 31, 6, 0, 28, 15, 6,F
21, -10, -24, 15, -8, 28, 31, -1, 12, 32, 7, 2, 28, 16, 6,F
21, -10, -24, 16, -9, 28, 31, -2, 11, 31, 7, 1, 29, 15, 6,F
21, -9, -24, 16, -8, 28, 31, -2, 11, 32, 7, 2, 29, 14, 7,F
21, -10, -23, 16, -8, 28, 31, -1, 11, 32, 7, 2, 28, 15, 6,F
21, -10, -24, 16, -8, 27, 31, -1, 11, 31, 7, 2, 28, 14, 7,F
21, -11, -23, 16, -8, 28, 31, -1, 11, 32, 7, 2, 29, 15, 7,F
21, -11, -23, 15, -8, 28, 31, -2, 11, 32, 7, 1, 29, 15, 6,F
21, -10, -23, 16, -8, 27, 31, -2, 10, 31, 7, 2, 28, 15, 6,F
21, -10, -23, 16, -8, 28, 31, -2, 11, 31, 7, 2, 28, 15, 7,F
21, -11, -24, 16, -8, 27, 31, -2, 10, 32, 7, 0, 29, 16, 6,F
21, -11, -23, 15, -8, 28, 31, -2, 11, 31, 7, 1, 28, 15, 7,F
21, -10, -23, 16, -9, 28, 31, -2, 11, 32, 8, 3, 33, 15, 7,F
22, -9, -23, 17, -8, 27, 31, -1, 10, 31, 7, 2, 30, 12, 6,F
21, -10, -22, 16, -8, 27, 31, -1, 10, 32, 7, 1, 30, 14, 6,F
22, -9, -23, 16, -7, 28, 30, -1, 12, 32, 6, 4, 31, 9, 6,F
21, -11, -23, 15, -7, 28, 31, 0, 12, 32, 5, 3, 32, 8, 6,F
23, -8, -23, 15, -4, 28, 29, 2, 14, 31, 7, 5, 31, 7, 8,F
21, -10, -23, 15, -6, 28, 31, 2, 13, 32, 6, 5, 31, 8, 7,F
21, -11, -23, 15, -6, 28, 30, 1, 13, 31, 6, 5, 31, 8, 7,F
21, -11, -23, 15, -6, 28, 30, 2, 13, 31, 6, 4, 31, 8, 7,F
21, -10, -23, 15, -7, 28, 30, 1, 13, 32, 5, 4, 31, 9, 7,F
21, -10, -23, 15, -6, 28, 30, 1, 12, 32, 6, 4, 31, 9, 7,F
21, -11, -23, 16, -7, 28, 30, 1, 13, 31, 6, 4, 30, 9, 7,F
21, -10, -23, 16, -7, 28, 30, 1, 13, 32, 7, 4, 31, 9, 8,F
21, -10, -23, 15, -7, 28, 30, 0, 13, 32, 5, 5, 31, 9, 6,F
21, -11, -23, 15, -7, 29, 30, 0, 13, 32, 6, 4, 31, 9, 6,F
22, -10, -23, 15, -6, 28, 30, 0, 14, 32, 6, 4, 30, 12, 7,F
22, -10, -23, 16, -6, 28, 30, 2, 13, 32, 6, 5, 32, 9, 8,F
21, -10, -22, 17, -5, 28, 30, 4, 13, 32, 7, 4, 31, 7, 7,F
23, -8, -23, 16, -2, 28, 29, 4, 14, 31, 7, 6, 30, 7, 9,F
21, -10, -23, 15, -2, 29, 29, 4, 15, 31, 7, 6, 32, 7, 8,F
21, -10, -22, 17, -4, 28, 29, 3, 14, 31, 5, 5, 31, 5, 6,F
22, -4, -22, 19, -6, 25, 29, 2, 12, 31, 3, 3, 31, 5, 6,F
20, -9, -25, 13, -4, 30, 27, 4, 18, 30, 6, 9, 31, 5, 12,F
19, -13, -26, 11, -2, 33, 25, 10, 23, 30, 13, 14, 31, 7, 18,F
18, -13, -25, 11, -2, 32, 26, 6, 20, 30, 8, 10, 31, 5, 13,F
19, -9, -24, 15, -4, 29, 26, 7, 19, 29, 8, 11, 30, 4, 15,F
20, -10, -25, 13, -2, 31, 26, 6, 20, 30, 8, 12, 31, 4, 13,F
20, -10, -25, 13, -4, 30, 26, 5, 19, 30, 7, 9, 31, 4, 11,F
19, -12, -24, 14, -5, 29, 27, 6, 17, 30, 8, 8, 31, 5, 10,F
19, -11, -25, 12, -5, 31, 26, 3, 19, 30, 5, 10, 31, 3, 10,F
19, -10, -24, 15, -5, 29, 28, 3, 18, 31, 5, 8, 31, 3, 9,F
19, -9, -24, 12, -2, 29, 28, 5, 17, 30, 8, 8, 31, 5, 12,F
18, -12, -25, 12, -7, 30, 27, 4, 19, 30, 7, 10, 31, 3, 8,F
16, -14, -26, 12, -8, 30, 29, 1, 17, 31, 5, 6, 31, 5, 8,F
18, -10, -25, 13, -8, 29, 28, 3, 17, 31, 6, 8, 31, 5, 11,F
18, -9, -26, 12, -9, 29, 27, 2, 19, 31, 6, 8, 31, 6, 11,F
17, -12, -25, 12, -10, 30, 28, 1, 17, 32, 6, 7, 32, 7, 10,F
18, -10, -26, 12, -10, 29, 27, 2, 18, 31, 6, 7, 31, 6, 10,F
18, -10, -26, 13, -9, 29, 28, 2, 17, 31, 6, 6, 31, 7, 10,F
18, -10, -25, 12, -8, 30, 28, 3, 17, 31, 6, 7, 31, 7, 10,F
18, -9, -26, 12, -8, 29, 28, 3, 18, 30, 6, 7, 31, 6, 11,F
19, -8, -25, 13, -6, 28, 27, 4, 17, 31, 7, 7, 31, 7, 11,F
20, -9, -25, 14, -4, 30, 29, 3, 16, 31, 6, 7, 31, 6, 10,F
19, -13, -23, 14, -4, 29, 29, 3, 16, 31, 6, 6, 31, 6, 9,F
20, -11, -25, 14, -4, 29, 28, 3, 17, 32, 6, 7, 31, 6, 11,F
17, -13, -24, 11, -6, 30, 28, 2, 17, 31, 6, 7, 31, 7, 9,F
20, -12, -24, 12, -7, 31, 27, 1, 18, 31, 6, 8, 31, 6, 9,F
17, -15, -24, 12, -4, 31, 30, 2, 16, 32, 6, 6, 31, 8, 8,F
19, -6, -22, 16, -2, 25, 29, 5, 11, 30, 8, 2, 31, 7, 8,F
22, -7, -22, 16, -5, 28, 28, 7, 15, 31, 9, 6, 31, 6, 12,F
19, -10, -22, 19, -4, 27, 31, 8, 11, 31, 12, 5, 31, 6, 11,F
23, -12, -24, 17, -6, 28, 30, 5, 14, 31, 9, 6, 31, 6, 9,F
24, -10, -23, 19, -6, 26, 30, 6, 13, 30, 10, 5, 31, 6, 10,F
21, -7, -23, 21, -6, 25, 31, 7, 10, 30, 10, 4, 31, 6, 9,F
22, -11, -23, 18, -7, 27, 29, 5, 14, 29, 8, 6, 30, 5, 9,F
19, -9, -23, 19, -5, 26, 30, 8, 12, 31, 12, 5, 30, 6, 10,F
20, -8, -24, 16, -5, 28, 26, 7, 15, 31, 11, 8, 31, 6, 11,F
21, -7, -25, 16, -7, 28, 28, 6, 15, 31, 9, 7, 31, 5, 11,F
18, -9, -23, 17, -6, 26, 29, 6, 13, 31, 9, 5, 31, 6, 9,F
21, -8, -26, 15, -7, 29, 28, 5, 17, 30, 8, 9, 31, 4, 12,F
18, -12, -25, 15, -7, 29, 29, 4, 15, 31, 7, 7, 31, 4, 9,F
20, -10, -24, 14, -4, 29, 27, 7, 16, 30, 11, 8, 31, 6, 11,F
19, -11, -24, 14, -5, 29, 28, 7, 16, 30, 10, 7, 31, 5, 11,F
